INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (0,'Travon Isai','Travon_Isai@gmail.com',12)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (522,'Serina Sunny','Serina_Sunny@gmail.com',30)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (523,'Lorenzo Arvilla','Lorenzo_Arvilla@gmail.com',14)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (524,'Oline Blair','Oline_Blair@gmail.com',31)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (525,'Sharen Giselle','Sharen_Giselle@gmail.com',0)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (526,'North Zaiden','North_Zaiden@gmail.com',4)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (527,'Oswaldo Dakotah','Oswaldo_Dakotah@gmail.com',23)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (528,'Annabell Zayden','Annabell_Zayden@gmail.com',30)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (529,'Lisha Bethany','Lisha_Bethany@gmail.com',3)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (530,'Kellee Lauretta','Kellee_Lauretta@gmail.com',10)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (531,'Elsie Bluford','Elsie_Bluford@gmail.com',1)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (532,'Aisha Shonna','Aisha_Shonna@gmail.com',10)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (533,'Isla Sheyla','Isla_Sheyla@gmail.com',41)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (534,'Jon Samuel','Jon_Samuel@gmail.com',29)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (535,'Rosalee Stefanie','Rosalee_Stefanie@gmail.com',36)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (536,'Forrest Vera','Forrest_Vera@gmail.com',41)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (537,'Alesha Marti','Alesha_Marti@gmail.com',16)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (538,'Samatha Cyril','Samatha_Cyril@gmail.com',12)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (539,'Tarik Valinda','Tarik_Valinda@gmail.com',23)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (540,'Garner Dann','Garner_Dann@gmail.com',9)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (541,'Brett Wilda','Brett_Wilda@gmail.com',13)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (542,'Mintie Robb','Mintie_Robb@gmail.com',1)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (543,'Sebrina Annis','Sebrina_Annis@gmail.com',4)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (544,'Matilda Merna','Matilda_Merna@gmail.com',20)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (545,'Dirk General','Dirk_General@gmail.com',42)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (546,'Thedore Alexys','Thedore_Alexys@gmail.com',5)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (547,'Conor Haywood','Conor_Haywood@gmail.com',42)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (548,'Florene Wes','Florene_Wes@gmail.com',37)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (549,'Valencia Sheryll','Valencia_Sheryll@gmail.com',20)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (550,'Gerold Carisa','Gerold_Carisa@gmail.com',38)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (551,'Clarisa Gracelyn','Clarisa_Gracelyn@gmail.com',29)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (552,'Milford Jada','Milford_Jada@gmail.com',8)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (553,'Arleen Leatrice','Arleen_Leatrice@gmail.com',4)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (554,'Delmer Candice','Delmer_Candice@gmail.com',28)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (555,'Pallie Harlene','Pallie_Harlene@gmail.com',7)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (556,'Abigale Ema','Abigale_Ema@gmail.com',22)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (557,'Dixie Chante','Dixie_Chante@gmail.com',5)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (558,'Hortencia Manly','Hortencia_Manly@gmail.com',22)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (559,'Louann Kaia','Louann_Kaia@gmail.com',7)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (560,'Micah Rudolph','Micah_Rudolph@gmail.com',33)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (561,'Tawny Izetta','Tawny_Izetta@gmail.com',21)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (562,'Alpheus Mira','Alpheus_Mira@gmail.com',0)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (563,'Judyth Olan','Judyth_Olan@gmail.com',32)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (564,'Alcee Felix','Alcee_Felix@gmail.com',5)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (565,'Carmella Romie','Carmella_Romie@gmail.com',28)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (566,'Jacqulyn Dalvin','Jacqulyn_Dalvin@gmail.com',25)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (567,'Horacio Farris','Horacio_Farris@gmail.com',29)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (568,'Toriano Malaki','Toriano_Malaki@gmail.com',16)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (569,'Adelyn Marquise','Adelyn_Marquise@gmail.com',25)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (570,'Florie Maida','Florie_Maida@gmail.com',42)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (571,'Elick Eleanore','Elick_Eleanore@gmail.com',24)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (572,'Donie Carleen','Donie_Carleen@gmail.com',20)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (573,'Francesco Dionne','Francesco_Dionne@gmail.com',14)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (574,'Burnice Blas','Burnice_Blas@gmail.com',16)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (575,'Lorrie Linda','Lorrie_Linda@gmail.com',10)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (576,'Lizeth Rayna','Lizeth_Rayna@gmail.com',24)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (577,'Chadd Burrel','Chadd_Burrel@gmail.com',9)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (578,'Nannette Wells','Nannette_Wells@gmail.com',38)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (579,'Juanita Renea','Juanita_Renea@gmail.com',40)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (580,'Frank Carolyne','Frank_Carolyne@gmail.com',17)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (581,'Boris Kenton','Boris_Kenton@gmail.com',23)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (582,'Scarlett Stella','Scarlett_Stella@gmail.com',15)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (583,'Luvinia Eulalie','Luvinia_Eulalie@gmail.com',8)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (584,'Minta Arline','Minta_Arline@gmail.com',41)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (585,'Gracie Elex','Gracie_Elex@gmail.com',23)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (586,'Lyn Mellissa','Lyn_Mellissa@gmail.com',28)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (587,'Caprice Osbaldo','Caprice_Osbaldo@gmail.com',34)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (588,'Christy Santiago','Christy_Santiago@gmail.com',38)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (589,'Mathias Josiephine','Mathias_Josiephine@gmail.com',9)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (590,'Karis Hedwig','Karis_Hedwig@gmail.com',11)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (591,'Estefany Hasel','Estefany_Hasel@gmail.com',14)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (592,'Vinie Jasmin','Vinie_Jasmin@gmail.com',16)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (593,'Bonnie Ansel','Bonnie_Ansel@gmail.com',7)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (594,'Dawne Dorris','Dawne_Dorris@gmail.com',36)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (595,'Herman Don','Herman_Don@gmail.com',29)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (596,'Carolynn Darin','Carolynn_Darin@gmail.com',34)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (597,'Clarke Cathryn','Clarke_Cathryn@gmail.com',42)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (598,'Ouida Burl','Ouida_Burl@gmail.com',31)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (599,'Masako Earl','Masako_Earl@gmail.com',5)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (600,'Sigrid Marlana','Sigrid_Marlana@gmail.com',4)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (601,'Kyle Jimmie','Kyle_Jimmie@gmail.com',3)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (602,'Phyliss Ruben','Phyliss_Ruben@gmail.com',5)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (603,'Dimple Job','Dimple_Job@gmail.com',30)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (604,'Rashawn Rayford','Rashawn_Rayford@gmail.com',19)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (605,'Hezekiah Alphonse','Hezekiah_Alphonse@gmail.com',41)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (606,'Linda Orvis','Linda_Orvis@gmail.com',36)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (607,'Harris Lyn','Harris_Lyn@gmail.com',9)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (608,'Jovanni Dorcas','Jovanni_Dorcas@gmail.com',37)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (609,'Haskell Liza','Haskell_Liza@gmail.com',18)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (610,'Jaydin May','Jaydin_May@gmail.com',21)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (611,'Jonell Danniel','Jonell_Danniel@gmail.com',12)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (612,'Anika Shavon','Anika_Shavon@gmail.com',11)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (613,'Esta Jarrett','Esta_Jarrett@gmail.com',8)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (614,'Rory Judd','Rory_Judd@gmail.com',20)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (615,'Marita Fredericka','Marita_Fredericka@gmail.com',38)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (616,'Joseluis Reino','Joseluis_Reino@gmail.com',30)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (617,'Oley Harrie','Oley_Harrie@gmail.com',23)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (618,'Wayne Donaciano','Wayne_Donaciano@gmail.com',36)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (619,'Isabell Harve','Isabell_Harve@gmail.com',10)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (620,'Clemie Tiny','Clemie_Tiny@gmail.com',22)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (621,'Gunnar Teri','Gunnar_Teri@gmail.com',11)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (622,'Ethan Cleon','Ethan_Cleon@gmail.com',25)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (623,'Orlin Rinda','Orlin_Rinda@gmail.com',9)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (624,'Illya Jamarcus','Illya_Jamarcus@gmail.com',30)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (625,'Ryley Ples','Ryley_Ples@gmail.com',12)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (626,'Kaylin Travis','Kaylin_Travis@gmail.com',30)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (627,'Callie Evelyne','Callie_Evelyne@gmail.com',19)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (628,'Ryley Clementina','Ryley_Clementina@gmail.com',37)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (629,'Patience Azaria','Patience_Azaria@gmail.com',6)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (630,'Sofia Hunter','Sofia_Hunter@gmail.com',29)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (631,'Lilah Miller','Lilah_Miller@gmail.com',20)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (632,'Casandra Rosco','Casandra_Rosco@gmail.com',30)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (633,'Nyah Lulie','Nyah_Lulie@gmail.com',36)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (634,'Rance Asberry','Rance_Asberry@gmail.com',1)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (635,'Shelba Linus','Shelba_Linus@gmail.com',8)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (636,'Shaunna Pascal','Shaunna_Pascal@gmail.com',27)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (637,'Marcela Jonnie','Marcela_Jonnie@gmail.com',7)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (638,'Margarette Jessy','Margarette_Jessy@gmail.com',33)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (639,'Anders Jaida','Anders_Jaida@gmail.com',11)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (640,'Clide Theodore','Clide_Theodore@gmail.com',0)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (641,'Margie Rahul','Margie_Rahul@gmail.com',29)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (642,'Rosalinda Anton','Rosalinda_Anton@gmail.com',9)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (643,'Tennille Earlean','Tennille_Earlean@gmail.com',14)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (644,'Tylor Minta','Tylor_Minta@gmail.com',24)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (645,'Roll Wilhelmina','Roll_Wilhelmina@gmail.com',4)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (646,'Cosmo Mona','Cosmo_Mona@gmail.com',16)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (647,'Cliff Price','Cliff_Price@gmail.com',13)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (648,'Freida Kendell','Freida_Kendell@gmail.com',14)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (649,'Ardeth Lenord','Ardeth_Lenord@gmail.com',28)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (650,'Jerica Junior','Jerica_Junior@gmail.com',13)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (651,'Travis Kyra','Travis_Kyra@gmail.com',3)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (652,'Deshawn Mattie','Deshawn_Mattie@gmail.com',39)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (653,'Adell Marry','Adell_Marry@gmail.com',10)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (654,'Ladarius Joye','Ladarius_Joye@gmail.com',1)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (655,'Foch Jeffry','Foch_Jeffry@gmail.com',38)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (656,'Price Wash','Price_Wash@gmail.com',0)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (657,'Jovanni Merle','Jovanni_Merle@gmail.com',33)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (658,'Aryan Arther','Aryan_Arther@gmail.com',30)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (659,'Eustace Layla','Eustace_Layla@gmail.com',5)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (660,'Wyatt Tisa','Wyatt_Tisa@gmail.com',29)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (661,'Danelle Alverta','Danelle_Alverta@gmail.com',5)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (662,'Annabelle Norman','Annabelle_Norman@gmail.com',6)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (663,'Adah Estela','Adah_Estela@gmail.com',33)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (664,'Le Rexford','Le_Rexford@gmail.com',16)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (665,'Verlene Lorie','Verlene_Lorie@gmail.com',37)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (666,'Ibrahim Hillery','Ibrahim_Hillery@gmail.com',27)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (667,'Ralph Madilynn','Ralph_Madilynn@gmail.com',19)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (668,'Tracie Verlene','Tracie_Verlene@gmail.com',19)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (669,'Jerusha Theodore','Jerusha_Theodore@gmail.com',8)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (670,'Hyman Oleta','Hyman_Oleta@gmail.com',27)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (671,'Johanna Kenzie','Johanna_Kenzie@gmail.com',30)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (672,'Linsey Alexandrea','Linsey_Alexandrea@gmail.com',31)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (673,'Elex Epsie','Elex_Epsie@gmail.com',7)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (674,'Aydin Maia','Aydin_Maia@gmail.com',31)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (675,'Idell Sommer','Idell_Sommer@gmail.com',16)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (676,'Lorin Serenity','Lorin_Serenity@gmail.com',3)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (677,'Debroah Less','Debroah_Less@gmail.com',16)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (678,'Jenni Phoebe','Jenni_Phoebe@gmail.com',26)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (679,'Curtis Jason','Curtis_Jason@gmail.com',32)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (680,'Warren Blossom','Warren_Blossom@gmail.com',1)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (681,'Kiera Gertrude','Kiera_Gertrude@gmail.com',23)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (682,'Glenwood Glenda','Glenwood_Glenda@gmail.com',11)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (683,'Maddison Merry','Maddison_Merry@gmail.com',7)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (684,'Dolores Chaka','Dolores_Chaka@gmail.com',34)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (685,'Danial Paulo','Danial_Paulo@gmail.com',41)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (686,'Siena Dennis','Siena_Dennis@gmail.com',14)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (687,'Meyer Leaner','Meyer_Leaner@gmail.com',37)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (688,'Josiah Shepherd','Josiah_Shepherd@gmail.com',29)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (689,'Sarah Lemuel','Sarah_Lemuel@gmail.com',1)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (690,'Freeman Alexande','Freeman_Alexande@gmail.com',38)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (691,'Ezzard Edyth','Ezzard_Edyth@gmail.com',6)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (692,'Ansley Kristoffer','Ansley_Kristoffer@gmail.com',38)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (693,'Moshe Vena','Moshe_Vena@gmail.com',20)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (694,'Dot Derrek','Dot_Derrek@gmail.com',29)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (695,'Jammie Dona','Jammie_Dona@gmail.com',26)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (696,'Nolie Juliette','Nolie_Juliette@gmail.com',3)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (697,'Kennth Molly','Kennth_Molly@gmail.com',33)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (698,'Arlo Missy','Arlo_Missy@gmail.com',17)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (699,'Myron Deandre','Myron_Deandre@gmail.com',23)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (700,'Charles Jerilyn','Charles_Jerilyn@gmail.com',27)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (701,'Lorenz Alysia','Lorenz_Alysia@gmail.com',22)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (702,'Lindell Kenny','Lindell_Kenny@gmail.com',29)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (703,'Candida Isabela','Candida_Isabela@gmail.com',13)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (704,'Pearley Jefferson','Pearley_Jefferson@gmail.com',3)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (705,'Tressie Willa','Tressie_Willa@gmail.com',4)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (706,'Tarik Glennie','Tarik_Glennie@gmail.com',35)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (707,'Oris Kyrie','Oris_Kyrie@gmail.com',5)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (708,'Gerrit Gorden','Gerrit_Gorden@gmail.com',17)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (709,'Baron Erland','Baron_Erland@gmail.com',35)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (710,'Nanie Gottlieb','Nanie_Gottlieb@gmail.com',30)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (711,'Mindy Maximillian','Mindy_Maximillian@gmail.com',1)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (712,'Laron Jerrel','Laron_Jerrel@gmail.com',26)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (713,'Reginald Delpha','Reginald_Delpha@gmail.com',19)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (714,'Raven Iverson','Raven_Iverson@gmail.com',6)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (715,'Signe Gustie','Signe_Gustie@gmail.com',16)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (716,'Ben Bennett','Ben_Bennett@gmail.com',23)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (717,'Shyheim Jaylen','Shyheim_Jaylen@gmail.com',5)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (718,'Samatha Oran','Samatha_Oran@gmail.com',12)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (719,'Joi Rayne','Joi_Rayne@gmail.com',38)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (720,'Jacque Jeanmarie','Jacque_Jeanmarie@gmail.com',40)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (721,'Jalon Lloyd','Jalon_Lloyd@gmail.com',3)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (722,'Deondre Sheilah','Deondre_Sheilah@gmail.com',29)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (723,'Yahir Machelle','Yahir_Machelle@gmail.com',19)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (724,'Demetrius Jere','Demetrius_Jere@gmail.com',3)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (725,'Winona Jimena','Winona_Jimena@gmail.com',16)
INSERT INTO Vendedor (Id, Nome, Email, LocalizacaoId) VALUES (726,'Sara Beverly','Sara_Beverly@gmail.com',33)
